wire_id,wire_rho,wire_phi
403,56.2,0.04531993
404,56.2,0.0752398601
405,56.2,0.1051597901
406,56.2,0.1350797201
407,56.2,0.1649996502
408,56.2,0.1949195802
409,56.2,0.2248395102
410,56.2,0.2547594403
411,56.2,0.2846793703
412,56.2,0.3145993003
413,56.2,0.3445192304
414,56.2,0.3744391604
415,56.2,0.4043590904
416,56.2,0.4342790205
417,56.2,0.4641989505
418,56.2,0.4941188805
419,56.2,0.5240388106
420,56.2,0.5539587406
421,56.2,0.5838786707
422,56.2,0.6137986007
423,56.2,0.6437185307
424,56.2,0.6736384608
425,56.2,0.7035583908
426,56.2,0.7334783208
427,56.2,0.7633982509
428,56.2,0.7933181809
429,56.2,0.8232381109
430,56.2,0.853158041
431,56.2,0.883077971
432,56.2,0.912997901
433,56.2,0.9429178311
434,56.2,0.9728377611
435,56.2,1.0027576911
436,56.2,1.0326776212
437,56.2,1.0625975512
438,56.2,1.0925174812
439,56.2,1.1224374113
440,56.2,1.1523573413
441,56.2,1.1822772713
442,56.2,1.2121972014
443,56.2,1.2421171314
444,56.2,1.2720370614
445,56.2,1.3019569915
446,56.2,1.3318769215
447,56.2,1.3617968515
448,56.2,1.3917167816
449,56.2,1.4216367116
450,56.2,1.4515566416
451,56.2,1.4814765717
452,56.2,1.5113965017
453,56.2,1.5413164317
454,56.2,1.5712363618
455,56.2,1.6011562918
456,56.2,1.6310762219
457,56.2,1.6609961519
458,56.2,1.6909160819
459,56.2,1.720836012
460,56.2,1.750755942
461,56.2,1.780675872
462,56.2,1.8105958021
463,56.2,1.8405157321
464,56.2,1.8704356621
465,56.2,1.9003555922
466,56.2,1.9302755222
467,56.2,1.9601954522
468,56.2,1.9901153823
469,56.2,2.0200353123
470,56.2,2.0499552423
471,56.2,2.0798751724
472,56.2,2.1097951024
473,56.2,2.1397150324
474,56.2,2.1696349625
475,56.2,2.1995548925
476,56.2,2.2294748225
477,56.2,2.2593947526
478,56.2,2.2893146826
479,56.2,2.3192346126
480,56.2,2.3491545427
481,56.2,2.3790744727
482,56.2,2.4089944027
483,56.2,2.4389143328
484,56.2,2.4688342628
485,56.2,2.4987541928
486,56.2,2.5286741229
487,56.2,2.5585940529
488,56.2,2.5885139829
489,56.2,2.618433913
490,56.2,2.648353843
491,56.2,2.678273773
492,56.2,2.7081937031
493,56.2,2.7381136331
494,56.2,2.7680335632
495,56.2,2.7979534932
496,56.2,2.8278734232
497,56.2,2.8577933533
498,56.2,2.8877132833
499,56.2,2.9176332133
500,56.2,2.9475531434
501,56.2,2.9774730734
502,56.2,3.0073930034
503,56.2,3.0373129335
504,56.2,3.0672328635
505,56.2,3.0971527935
506,56.2,3.1270727236
507,56.2,3.1569926536
508,56.2,3.1869125836
509,56.2,3.2168325137
510,56.2,3.2467524437
511,56.2,3.2766723737
512,56.2,3.3065923038
513,56.2,3.3365122338
514,56.2,3.3664321638
515,56.2,3.3963520939
516,56.2,3.4262720239
517,56.2,3.4561919539
518,56.2,3.486111884
519,56.2,3.516031814
520,56.2,3.545951744
521,56.2,3.5758716741
522,56.2,3.6057916041
523,56.2,3.6357115341
524,56.2,3.6656314642
525,56.2,3.6955513942
526,56.2,3.7254713242
527,56.2,3.7553912543
528,56.2,3.7853111843
529,56.2,3.8152311143
530,56.2,3.8451510444
531,56.2,3.8750709744
532,56.2,3.9049909044
533,56.2,3.9349108345
534,56.2,3.9648307645
535,56.2,3.9947506946
536,56.2,4.0246706246
537,56.2,4.0545905546
538,56.2,4.0845104847
539,56.2,4.1144304147
540,56.2,4.1443503447
541,56.2,4.1742702748
542,56.2,4.2041902048
543,56.2,4.2341101348
544,56.2,4.2640300649
545,56.2,4.2939499949
546,56.2,4.3238699249
547,56.2,4.353789855
548,56.2,4.383709785
549,56.2,4.413629715
550,56.2,4.4435496451
551,56.2,4.4734695751
552,56.2,4.5033895051
553,56.2,4.5333094352
554,56.2,4.5632293652
555,56.2,4.5931492952
556,56.2,4.6230692253
557,56.2,4.6529891553
558,56.2,4.6829090853
559,56.2,4.7128290154
560,56.2,4.7427489454
561,56.2,4.7726688754
562,56.2,4.8025888055
563,56.2,4.8325087355
564,56.2,4.8624286655
565,56.2,4.8923485956
566,56.2,4.9222685256
567,56.2,4.9521884556
568,56.2,4.9821083857
569,56.2,5.0120283157
570,56.2,5.0419482457
571,56.2,5.0718681758
572,56.2,5.1017881058
573,56.2,5.1317080359
574,56.2,5.1616279659
575,56.2,5.1915478959
576,56.2,5.221467826
577,56.2,5.251387756
578,56.2,5.281307686
579,56.2,5.3112276161
580,56.2,5.3411475461
581,56.2,5.3710674761
582,56.2,5.4009874062
583,56.2,5.4309073362
584,56.2,5.4608272662
585,56.2,5.4907471963
586,56.2,5.5206671263
587,56.2,5.5505870563
588,56.2,5.5805069864
589,56.2,5.6104269164
590,56.2,5.6403468464
591,56.2,5.6702667765
592,56.2,5.7001867065
593,56.2,5.7301066365
594,56.2,5.7600265666
595,56.2,5.7899464966
596,56.2,5.8198664266
597,56.2,5.8497863567
598,56.2,5.8797062867
599,56.2,5.9096262167
600,56.2,5.9395461468
601,56.2,5.9694660768
602,56.2,5.9993860068
603,56.2,6.0293059369
604,56.2,6.0592258669
605,56.2,6.0891457969
606,56.2,6.119065727
607,56.2,6.148985657
608,56.2,6.178905587
609,56.2,6.2088255171
610,56.2,6.2387454471
611,56.2,6.2686653772
612,57.8,0
613,57.8,0.0290888209
614,57.8,0.0581776417
615,57.8,0.0872664626
616,57.8,0.1163552835
617,57.8,0.1454441043
618,57.8,0.1745329252
619,57.8,0.2036217461
620,57.8,0.2327105669
621,57.8,0.2617993878
622,57.8,0.2908882087
623,57.8,0.3199770295
624,57.8,0.3490658504
625,57.8,0.3781546713
626,57.8,0.4072434921
627,57.8,0.436332313
628,57.8,0.4654211339
629,57.8,0.4945099547
630,57.8,0.5235987756
631,57.8,0.5526875965
632,57.8,0.5817764173
633,57.8,0.6108652382
634,57.8,0.6399540591
635,57.8,0.6690428799
636,57.8,0.6981317008
637,57.8,0.7272205217
638,57.8,0.7563093425
639,57.8,0.7853981634
640,57.8,0.8144869843
641,57.8,0.8435758051
642,57.8,0.872664626
643,57.8,0.9017534469
644,57.8,0.9308422677
645,57.8,0.9599310886
646,57.8,0.9890199095
647,57.8,1.0181087303
648,57.8,1.0471975512
649,57.8,1.0762863721
650,57.8,1.1053751929
651,57.8,1.1344640138
652,57.8,1.1635528347
653,57.8,1.1926416555
654,57.8,1.2217304764
655,57.8,1.2508192973
656,57.8,1.2799081181
657,57.8,1.308996939
658,57.8,1.3380857599
659,57.8,1.3671745807
660,57.8,1.3962634016
661,57.8,1.4253522225
662,57.8,1.4544410433
663,57.8,1.4835298642
664,57.8,1.5126186851
665,57.8,1.5417075059
666,57.8,1.5707963268
667,57.8,1.5998851477
668,57.8,1.6289739685
669,57.8,1.6580627894
670,57.8,1.6871516103
671,57.8,1.7162404311
672,57.8,1.745329252
673,57.8,1.7744180729
674,57.8,1.8035068937
675,57.8,1.8325957146
676,57.8,1.8616845355
677,57.8,1.8907733563
678,57.8,1.9198621772
679,57.8,1.9489509981
680,57.8,1.9780398189
681,57.8,2.0071286398
682,57.8,2.0362174607
683,57.8,2.0653062815
684,57.8,2.0943951024
685,57.8,2.1234839233
686,57.8,2.1525727441
687,57.8,2.181661565
688,57.8,2.2107503859
689,57.8,2.2398392067
690,57.8,2.2689280276
691,57.8,2.2980168485
692,57.8,2.3271056693
693,57.8,2.3561944902
694,57.8,2.3852833111
695,57.8,2.4143721319
696,57.8,2.4434609528
697,57.8,2.4725497737
698,57.8,2.5016385945
699,57.8,2.5307274154
700,57.8,2.5598162363
701,57.8,2.5889050571
702,57.8,2.617993878
703,57.8,2.6470826989
704,57.8,2.6761715197
705,57.8,2.7052603406
706,57.8,2.7343491615
707,57.8,2.7634379823
708,57.8,2.7925268032
709,57.8,2.8216156241
710,57.8,2.8507044449
711,57.8,2.8797932658
712,57.8,2.9088820867
713,57.8,2.9379709075
714,57.8,2.9670597284
715,57.8,2.9961485493
716,57.8,3.0252373701
717,57.8,3.054326191
718,57.8,3.0834150119
719,57.8,3.1125038327
720,57.8,3.1415926536
721,57.8,3.1706814745
722,57.8,3.1997702953
723,57.8,3.2288591162
724,57.8,3.2579479371
725,57.8,3.2870367579
726,57.8,3.3161255788
727,57.8,3.3452143997
728,57.8,3.3743032205
729,57.8,3.4033920414
730,57.8,3.4324808623
731,57.8,3.4615696831
732,57.8,3.490658504
733,57.8,3.5197473249
734,57.8,3.5488361457
735,57.8,3.5779249666
736,57.8,3.6070137875
737,57.8,3.6361026083
738,57.8,3.6651914292
739,57.8,3.6942802501
740,57.8,3.7233690709
741,57.8,3.7524578918
742,57.8,3.7815467127
743,57.8,3.8106355335
744,57.8,3.8397243544
745,57.8,3.8688131753
746,57.8,3.8979019961
747,57.8,3.926990817
748,57.8,3.9560796379
749,57.8,3.9851684587
750,57.8,4.0142572796
751,57.8,4.0433461005
752,57.8,4.0724349213
753,57.8,4.1015237422
754,57.8,4.1306125631
755,57.8,4.1597013839
756,57.8,4.1887902048
757,57.8,4.2178790257
758,57.8,4.2469678465
759,57.8,4.2760566674
760,57.8,4.3051454883
761,57.8,4.3342343091
762,57.8,4.36332313
763,57.8,4.3924119509
764,57.8,4.4215007717
765,57.8,4.4505895926
766,57.8,4.4796784135
767,57.8,4.5087672343
768,57.8,4.5378560552
769,57.8,4.5669448761
770,57.8,4.5960336969
771,57.8,4.6251225178
772,57.8,4.6542113387
773,57.8,4.6833001595
774,57.8,4.7123889804
775,57.8,4.7414778013
776,57.8,4.7705666221
777,57.8,4.799655443
778,57.8,4.8287442639
779,57.8,4.8578330847
780,57.8,4.8869219056
781,57.8,4.9160107265
782,57.8,4.9450995473
783,57.8,4.9741883682
784,57.8,5.0032771891
785,57.8,5.0323660099
786,57.8,5.0614548308
787,57.8,5.0905436517
788,57.8,5.1196324725
789,57.8,5.1487212934
790,57.8,5.1778101143
791,57.8,5.2068989351
792,57.8,5.235987756
793,57.8,5.2650765769
794,57.8,5.2941653977
795,57.8,5.3232542186
796,57.8,5.3523430395
797,57.8,5.3814318603
798,57.8,5.4105206812
799,57.8,5.4396095021
800,57.8,5.4686983229
801,57.8,5.4977871438
802,57.8,5.5268759647
803,57.8,5.5559647855
804,57.8,5.5850536064
805,57.8,5.6141424273
806,57.8,5.6432312481
807,57.8,5.672320069
808,57.8,5.7014088899
809,57.8,5.7304977107
810,57.8,5.7595865316
811,57.8,5.7886753525
812,57.8,5.8177641733
813,57.8,5.8468529942
814,57.8,5.8759418151
815,57.8,5.9050306359
816,57.8,5.9341194568
817,57.8,5.9632082777
818,57.8,5.9922970985
819,57.8,6.0213859194
820,57.8,6.0504747403
821,57.8,6.0795635611
822,57.8,6.108652382
823,57.8,6.1377412029
824,57.8,6.1668300237
825,57.8,6.1959188446
826,57.8,6.2250076655
827,57.8,6.2540964863
828,59.4,0.014544
829,59.4,0.0428466365
830,59.4,0.071149273
831,59.4,0.0994519096
832,59.4,0.1277545461
833,59.4,0.1560571826
834,59.4,0.1843598191
835,59.4,0.2126624556
836,59.4,0.2409650922
837,59.4,0.2692677287
838,59.4,0.2975703652
839,59.4,0.3258730017
840,59.4,0.3541756382
841,59.4,0.3824782747
842,59.4,0.4107809113
843,59.4,0.4390835478
844,59.4,0.4673861843
845,59.4,0.4956888208
846,59.4,0.5239914573
847,59.4,0.5522940939
848,59.4,0.5805967304
849,59.4,0.6088993669
850,59.4,0.6372020034
851,59.4,0.6655046399
852,59.4,0.6938072765
853,59.4,0.722109913
854,59.4,0.7504125495
855,59.4,0.778715186
856,59.4,0.8070178225
857,59.4,0.835320459
858,59.4,0.8636230956
859,59.4,0.8919257321
860,59.4,0.9202283686
861,59.4,0.9485310051
862,59.4,0.9768336416
863,59.4,1.0051362782
864,59.4,1.0334389147
865,59.4,1.0617415512
866,59.4,1.0900441877
867,59.4,1.1183468242
868,59.4,1.1466494608
869,59.4,1.1749520973
870,59.4,1.2032547338
871,59.4,1.2315573703
872,59.4,1.2598600068
873,59.4,1.2881626434
874,59.4,1.3164652799
875,59.4,1.3447679164
876,59.4,1.3730705529
877,59.4,1.4013731894
878,59.4,1.4296758259
879,59.4,1.4579784625
880,59.4,1.486281099
881,59.4,1.5145837355
882,59.4,1.542886372
883,59.4,1.5711890085
884,59.4,1.5994916451
885,59.4,1.6277942816
886,59.4,1.6560969181
887,59.4,1.6843995546
888,59.4,1.7127021911
889,59.4,1.7410048277
890,59.4,1.7693074642
891,59.4,1.7976101007
892,59.4,1.8259127372
893,59.4,1.8542153737
894,59.4,1.8825180102
895,59.4,1.9108206468
896,59.4,1.9391232833
897,59.4,1.9674259198
898,59.4,1.9957285563
899,59.4,2.0240311928
900,59.4,2.0523338294
901,59.4,2.0806364659
902,59.4,2.1089391024
903,59.4,2.1372417389
904,59.4,2.1655443754
905,59.4,2.193847012
906,59.4,2.2221496485
907,59.4,2.250452285
908,59.4,2.2787549215
909,59.4,2.307057558
910,59.4,2.3353601945
911,59.4,2.3636628311
912,59.4,2.3919654676
913,59.4,2.4202681041
914,59.4,2.4485707406
915,59.4,2.4768733771
916,59.4,2.5051760137
917,59.4,2.5334786502
918,59.4,2.5617812867
919,59.4,2.5900839232
920,59.4,2.6183865597
921,59.4,2.6466891963
922,59.4,2.6749918328
923,59.4,2.7032944693
924,59.4,2.7315971058
925,59.4,2.7598997423
926,59.4,2.7882023789
927,59.4,2.8165050154
928,59.4,2.8448076519
929,59.4,2.8731102884
930,59.4,2.9014129249
931,59.4,2.9297155614
932,59.4,2.958018198
933,59.4,2.9863208345
934,59.4,3.014623471
935,59.4,3.0429261075
936,59.4,3.071228744
937,59.4,3.0995313806
938,59.4,3.1278340171
939,59.4,3.1561366536
940,59.4,3.1844392901
941,59.4,3.2127419266
942,59.4,3.2410445632
943,59.4,3.2693471997
944,59.4,3.2976498362
945,59.4,3.3259524727
946,59.4,3.3542551092
947,59.4,3.3825577457
948,59.4,3.4108603823
949,59.4,3.4391630188
950,59.4,3.4674656553
951,59.4,3.4957682918
952,59.4,3.5240709283
953,59.4,3.5523735649
954,59.4,3.5806762014
955,59.4,3.6089788379
956,59.4,3.6372814744
957,59.4,3.6655841109
958,59.4,3.6938867475
959,59.4,3.722189384
960,59.4,3.7504920205
961,59.4,3.778794657
962,59.4,3.8070972935
963,59.4,3.83539993
964,59.4,3.8637025666
965,59.4,3.8920052031
966,59.4,3.9203078396
967,59.4,3.9486104761
968,59.4,3.9769131126
969,59.4,4.0052157492
970,59.4,4.0335183857
971,59.4,4.0618210222
972,59.4,4.0901236587
973,59.4,4.1184262952
974,59.4,4.1467289318
975,59.4,4.1750315683
976,59.4,4.2033342048
977,59.4,4.2316368413
978,59.4,4.2599394778
979,59.4,4.2882421143
980,59.4,4.3165447509
981,59.4,4.3448473874
982,59.4,4.3731500239
983,59.4,4.4014526604
984,59.4,4.4297552969
985,59.4,4.4580579335
986,59.4,4.48636057
987,59.4,4.5146632065
988,59.4,4.542965843
989,59.4,4.5712684795
990,59.4,4.5995711161
991,59.4,4.6278737526
992,59.4,4.6561763891
993,59.4,4.6844790256
994,59.4,4.7127816621
995,59.4,4.7410842986
996,59.4,4.7693869352
997,59.4,4.7976895717
998,59.4,4.8259922082
999,59.4,4.8542948447
1000,59.4,4.8825974812
1001,59.4,4.9109001178
1002,59.4,4.9392027543
1003,59.4,4.9675053908
1004,59.4,4.9958080273
1005,59.4,5.0241106638
1006,59.4,5.0524133004
1007,59.4,5.0807159369
1008,59.4,5.1090185734
1009,59.4,5.1373212099
1010,59.4,5.1656238464
1011,59.4,5.193926483
1012,59.4,5.2222291195
1013,59.4,5.250531756
1014,59.4,5.2788343925
1015,59.4,5.307137029
1016,59.4,5.3354396655
1017,59.4,5.3637423021
1018,59.4,5.3920449386
1019,59.4,5.4203475751
1020,59.4,5.4486502116
1021,59.4,5.4769528481
1022,59.4,5.5052554847
1023,59.4,5.5335581212
1024,59.4,5.5618607577
1025,59.4,5.5901633942
1026,59.4,5.6184660307
1027,59.4,5.6467686673
1028,59.4,5.6750713038
1029,59.4,5.7033739403
1030,59.4,5.7316765768
1031,59.4,5.7599792133
1032,59.4,5.7882818498
1033,59.4,5.8165844864
1034,59.4,5.8448871229
1035,59.4,5.8731897594
1036,59.4,5.9014923959
1037,59.4,5.9297950324
1038,59.4,5.958097669
1039,59.4,5.9864003055
1040,59.4,6.014702942
1041,59.4,6.0430055785
1042,59.4,6.071308215
1043,59.4,6.0996108516
1044,59.4,6.1279134881
1045,59.4,6.1562161246
1046,59.4,6.1845187611
1047,59.4,6.2128213976
1048,59.4,6.2411240341
1049,59.4,6.2694266707
1050,61,0
1051,61,0.0275578303
1052,61,0.0551156606
1053,61,0.0826734909
1054,61,0.1102313212
1055,61,0.1377891515
1056,61,0.1653469818
1057,61,0.1929048121
1058,61,0.2204626424
1059,61,0.2480204727
1060,61,0.2755783029
1061,61,0.3031361332
1062,61,0.3306939635
1063,61,0.3582517938
1064,61,0.3858096241
1065,61,0.4133674544
1066,61,0.4409252847
1067,61,0.468483115
1068,61,0.4960409453
1069,61,0.5235987756
1070,61,0.5511566059
1071,61,0.5787144362
1072,61,0.6062722665
1073,61,0.6338300968
1074,61,0.6613879271
1075,61,0.6889457574
1076,61,0.7165035877
1077,61,0.744061418
1078,61,0.7716192483
1079,61,0.7991770785
1080,61,0.8267349088
1081,61,0.8542927391
1082,61,0.8818505694
1083,61,0.9094083997
1084,61,0.93696623
1085,61,0.9645240603
1086,61,0.9920818906
1087,61,1.0196397209
1088,61,1.0471975512
1089,61,1.0747553815
1090,61,1.1023132118
1091,61,1.1298710421
1092,61,1.1574288724
1093,61,1.1849867027
1094,61,1.212544533
1095,61,1.2401023633
1096,61,1.2676601936
1097,61,1.2952180239
1098,61,1.3227758541
1099,61,1.3503336844
1100,61,1.3778915147
1101,61,1.405449345
1102,61,1.4330071753
1103,61,1.4605650056
1104,61,1.4881228359
1105,61,1.5156806662
1106,61,1.5432384965
1107,61,1.5707963268
1108,61,1.5983541571
1109,61,1.6259119874
1110,61,1.6534698177
1111,61,1.681027648
1112,61,1.7085854783
1113,61,1.7361433086
1114,61,1.7637011389
